tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,tweet_id_float
1014877,121159,True,Sun Oct 22 18:14:18 +0000 2017,@AppleSupport See this App Store updates page on iOS 11.0.3 https://t.co/3QzWC2pEza,1014876,,1014877.0
817027,314587,True,Thu Oct 12 20:40:38 +0000 2017,@AppleSupport my iPhone 6 battery accuracy has been inaccurate since I downloaded iOS11. It turns off without 20% battery remaining alert,"817025,817029",,817027.0
391221,208632,True,Mon Oct 09 14:17:17 +0000 2017,@115858 - The new iOS update is TERRIBLE!!! My phone sucks now!!! Please fix it!,391219,,391221.0
2815064,784824,True,Sat Nov 11 06:48:04 +0000 2017,@115858 I️ gotta said I️ don’t really understand this whole I️ thing. Am I️ the only one having this issue? #AnnoyingAfRight,2815063,,2815064.0
1762229,530237,True,Tue Nov 07 19:09:17 +0000 2017,@115858 @AppleSupport  WHO IS RESPONSIBLE FOR ME NOT BEING ABLE TO WRITE IN FIRST PERSON?? ID RATHER HAVE A SIDEKICK RIGHT NOW I️ HATE YOU,1762228,,1762229.0
82035,134154,True,Thu Nov 30 04:28:33 +0000 2017,"@115858 please fix where whenever you open an app, besides music, or get a notification the music playback stops.",82033,,82035.0
2771839,774797,True,Tue Nov 21 06:21:56 +0000 2017,"Update ios ke 11.1.2 kelebihan eweuh, kekurangan boros batre terus sinyal langsung no sim, kekonyolan maneh -_- @AppleSupport","2771840,2771838",,2771839.0
2141669,629753,True,Wed Nov 08 22:32:01 +0000 2017,Hey @AppleSupport hurry up and come out with this update for this fucking “I️” problem,2141668,,2141669.0
2518227,717325,True,Wed Nov 15 23:14:30 +0000 2017,Why is my phone lagging when I text @AppleSupport @115858,2518225,,2518227.0
1155285,391770,True,Tue Oct 24 16:17:54 +0000 2017,“By 2019” @115858 ??? Are you fucking serious??? https://t.co/hTON2aNGLo,1155284,,1155285.0
1416470,449196,True,Thu Nov 02 02:27:04 +0000 2017,@115858 why is my phone all of a sudden trying to change “I️” to this A ? ... it’s SO annoying https://t.co/PPCPfN8zMY,1416469,,1416470.0
1460603,459005,True,Thu Nov 02 18:55:44 +0000 2017,@AppleSupport just DMed you guys about my problem,1460602,,1460603.0
2590389,733715,True,Fri Nov 17 01:12:50 +0000 2017,ALL MY NOTES FOR RAW ARE GONE WTF @115858,2590388,,2590389.0
1684485,511907,True,Mon Nov 06 16:10:15 +0000 2017,Why does my phone not know the letter I️ anymore? @AppleSupport,"1684486,1684487,1684488,1684484,1684489",,1684485.0
1905332,567762,True,Wed Oct 25 04:29:31 +0000 2017,"I don’t know what it is about the @123765 app, but it’s causing my iPad to get kicked off of wifi. @AppleSupport",1905331,,1905332.0
807900,312518,True,Sun Oct 08 06:05:10 +0000 2017,First day my iPhone 8 is cracked thanks apple for that glass back @115858 https://t.co/dgjRDxkLsX,807899,,807900.0
1476489,462795,True,Thu Nov 02 20:21:50 +0000 2017,"@AppleSupport I have been having trouble writing out the letter ""I"" in the latest update for iOS 11.1. Can you help?",1476487,,1476489.0
1624989,497658,True,Sun Nov 05 12:37:29 +0000 2017,Good when my #Apple #MacBook turns itself off with 50% battery left... it’s only 4 years old...@AppleSupport,1624988,,1624989.0
1705378,516903,True,Mon Nov 06 21:04:57 +0000 2017,@AppleSupport How do I turn on the iPhone X if the power button doesn’t work?,"1705379,1705377",,1705378.0
1918470,571357,True,Thu Oct 26 10:00:22 +0000 2017,"@AppleSupport Hi, my Silicone Case has cracked at the bottom near the speakers after only a month.",1918469,,1918470.0
2058456,608799,True,Sat Oct 07 01:12:37 +0000 2017,@AppleSupport why since #ios11 does this keep happening? (Screen orientation wrong) also camera app screen is often black(-viewfinder) 📱6,2058455,,2058456.0
1959184,581202,True,Mon Oct 30 20:53:39 +0000 2017,@applesupport i updated my phone and now my speaker phone option doesn't work :/ help,1959183,,1959184.0
338162,196714,True,Sat Oct 07 21:13:31 +0000 2017,@115858 need to do something about this glitch in this new update... my phone been tripping ever since I updated 😒,338160,,338162.0
1339746,432497,True,Fri Oct 27 09:25:51 +0000 2017,@AppleSupport no sim free iPhone X available for preorder?,1339745,,1339746.0
2139906,513697,True,Wed Nov 08 22:01:33 +0000 2017,Magnum Moss Warranty Act 3 to 4 attempts to fix considered unreasonable. @AppleSupport 5th time? Warranty breached,2139905,,2139906.0
2870762,797135,True,Tue Nov 28 02:20:44 +0000 2017,@115858 I still see the A and the question mark in the box thing.... and I updated my phone why? 🤔 get it together!,2870761,,2870762.0
1181952,397957,True,Sun Oct 15 20:55:13 +0000 2017,I updated my phone and now Spotify doesn’t show up on my lock screen and my music randomly starts playing by itself wtf @115858,1181951,,1181952.0
2633120,162092,True,Fri Nov 17 17:41:08 +0000 2017,"Can anyone @AppleSupport tell me how to turn off the auto brightness?  Every time I look at my phone, it’s max bright-WEARING OUT MY BATTERY","2633121,2633119",,2633120.0
196127,162147,True,Wed Oct 04 22:26:53 +0000 2017,@AppleSupport I'm tired of my phone dying fast. Fix this issue!,196126,,196127.0
1477506,463064,True,Mon Oct 16 20:49:14 +0000 2017,Dear @115858 ever since I did the new update my phone is screwing up and it’s pissing me off!! 😡😡,1477505,,1477506.0
199443,163018,True,Wed Oct 04 10:45:10 +0000 2017,why does my music do this @AppleSupport https://t.co/NSwFA71x5c,199441,,199443.0
1645554,502835,True,Mon Nov 06 00:11:41 +0000 2017,"my iTunes won’t stop doing this, does anybody know how to fix this problem? #iTunes #Apple @AppleSupport @118721 https://t.co/LZn3TDtWi2",1645552,,1645554.0
1507324,469835,True,Fri Nov 03 04:28:47 +0000 2017,Updated my phone and I still see these goddamn black boxes w/ question marks smh what's going on @115858,1507323,,1507324.0
1153899,391482,True,Tue Oct 24 16:34:38 +0000 2017,@115858 your more recent IOS update is freakin FAIL! Can’t listen to the person I’m talking with on the phone smh others got the same problem,1153898,,1153899.0
1658256,505942,True,Mon Nov 06 02:49:13 +0000 2017,APPLE NEEDS TO FIX THE KEYBOARD 🗣🗣🗣 @115858 @AppleSupport,1658255,,1658256.0
2517140,717031,True,Wed Nov 15 22:39:42 +0000 2017,"@115858 never been so frustrated with your updated iSO 11 until now! Can’t play music while on other apps. (Snapchat) my “I” problem, Siri doesn’t work, my voice to text doesn’t either. Phone gets stuck, buffering, on apps, then shuts off. Galaxy where you at?",2517139,,2517140.0
2958779,816616,True,Wed Nov 29 19:39:35 +0000 2017,@AppleSupport I need a new connector &amp; I can’t find it. Any suggestions? 🌴😎 https://t.co/nQMSV0BpJw,2958777,,2958779.0
1692577,513705,True,Mon Nov 06 15:24:47 +0000 2017,@115858 fix this issue!,1692576,,1692577.0
1466901,460478,True,Thu Nov 02 17:29:00 +0000 2017,"@AppleSupport hi I’ve been invoiced for @115948 but I don’t use it. Can I get a refund and have my account cancelled, if it exists?",1466900,,1466901.0
2584322,732333,True,Thu Nov 16 23:24:11 +0000 2017,Phishing Scams @AppleSupport @AppleSupport @115858 https://t.co/KCNr3lRSgr,2584320,,2584322.0
2816396,248094,True,Mon Nov 27 03:17:25 +0000 2017,When are we getting the letter eye back? @115858 @AppleSupport,2816395,,2816396.0
493616,232682,True,Fri Dec 01 16:32:52 +0000 2017,@AppleSupport will the Series 3 watch be damaged in salt water?,493615,,493616.0
1616000,495582,True,Sun Nov 05 02:14:54 +0000 2017,Hi @AppleSupport! I️ updated to 11.1 and my phone is doing this &amp; I️ am seeing a lot of ?s https://t.co/outbcoIEqX,1615998,,1616000.0
1064964,371437,True,Mon Oct 23 12:08:54 +0000 2017,Apple'ın sayfası kendi browserında çalışmıyor. @115858 @AppleSupport https://t.co/ay2BxBg9wW,1064963,,1064964.0
2770767,774552,True,Tue Nov 21 05:05:35 +0000 2017,@115858 put an update out so us night owls can dim our screen brightness lower please and thanks.,2770766,,2770767.0
414033,213799,True,Tue Oct 10 01:10:00 +0000 2017,Yooo @115858 @AppleSupport DM me I got a question about this MacBook Air,414031,,414033.0
1889576,563503,True,Sun Oct 22 12:47:54 +0000 2017,What the hell is going on with #HighSierra not allowing me to log back in and all the freezing. I’ve never had this many issues @115858 #beta,1889575,,1889576.0
270317,180449,True,Fri Oct 06 00:47:58 +0000 2017,Why @115858 won’t let me update my payment. It keeps saying card declined when I have money in my account! #iOS11,270316,,270317.0
1007147,358326,True,Sun Oct 22 19:15:40 +0000 2017,@AppleSupport This new IOS update has ruined my phone. Freezes all the time. Can’t hear anyone on calls. Infuriating.,1007146,,1007147.0
801088,310893,True,Thu Oct 12 14:47:33 +0000 2017,It would be nice if all of the @115858 updates weren’t junk. My phone keeps freezing 😊😊☺️,801087,,801088.0
2385151,467740,True,Sat Nov 25 15:17:08 +0000 2017,.@AppleSupport @219531 The YouTube App on the 4K tv just updated. Does it support 2160p now ?!,2385150,,2385151.0
2014921,595810,True,Sun Nov 05 14:41:26 +0000 2017,I guess @115858 is just gonna keep axing like this I️ situation isn’t going on? #Update,2014920,,2014921.0
743448,297761,True,Wed Oct 11 12:41:27 +0000 2017,Am I the only one who can’t use the App Store ? @AppleSupport,743447,,743448.0
2927152,809847,True,Wed Nov 29 04:06:48 +0000 2017,"@AppleSupport My IPhone 8+256Gb cannot open ITunes, in Uruguay there’s no help available. I tried downloading/installing last iTunes v. in my PC but after several attempts it says: lacks a program that prevents installation, contact support. It’s driving me nuts... Can u help me?",2927151,,2927152.0
2229411,650603,True,Fri Nov 10 09:58:34 +0000 2017,"@AppleSupport help me, I️ can’t type a letter without this happening: I️",2229410,,2229411.0
2695049,757376,True,Sun Nov 19 17:23:49 +0000 2017,@AppleSupport Control Center. iPad. Calculator. Removed it. No way to get it *back*in :( https://t.co/XfICp0okfl,2695047,,2695049.0
1837259,550817,True,Wed Oct 18 16:11:59 +0000 2017,My phone just went from 80% to 35% in half an hour @115858 wtf y’all got going on bc I look cute &amp; now I can’t snap all day,1837258,,1837259.0
682079,282784,True,Wed Nov 08 04:33:03 +0000 2017,Dear @115858 you fucked up my phone and it now feels like I’m texting on a GameBoy Color.,682077,,682079.0
2452197,702630,True,Sun Oct 29 17:37:23 +0000 2017,Why the fuck would you make your  music app available for Android if it never works correct @115948 @AppleSupport,2452196,,2452197.0
2349319,143178,True,Mon Nov 13 16:27:22 +0000 2017,"I’m at a hotel and the WiFi allows #Netflix to flow just fine, while #AppleMusic can’t load a single song. Somethings wrong with an audio streaming service needing more bandwidth than HD video... @116602 @115858 @AppleSupport @115948",2349317,,2349319.0
1690523,513224,True,Mon Nov 06 17:41:39 +0000 2017,@115858 ya see wtf I️m talking about ?? https://t.co/lL4yskgr4Y,"1690522,1690524",,1690523.0
2015991,596156,True,Sun Nov 05 17:08:19 +0000 2017,"@115858 @AppleSupport Why’s the iPhone 10 glitch and freeze all the time, can’t even see the time on the status bar😂 #notcheap https://t.co/1f79yO3zTW",2015990,,2015991.0
2794335,779798,True,Tue Nov 21 21:22:02 +0000 2017,@AppleSupport Hi I keep getting these emails from “Apple Support”. But I’m 99% sure it isn’t real https://t.co/r6R5zd9MhH,2794334,,2794335.0
1824597,547732,True,Tue Oct 17 00:25:05 +0000 2017,That moment when you update your iPhones software to ios.11.0.3 and it deletes ALL 4500 SONGS I HAD ON APPLE MUSIC. THANKS @AppleSupport,"1824598,1824596",,1824597.0
2068988,611850,True,Sun Oct 08 16:23:19 +0000 2017,"@AppleSupport this is ridiculous, it’s just wiped all my photos off my phone. How can I remove iOS 11?! https://t.co/r1HtiNrb6J",2068987,,2068988.0
868223,326146,True,Fri Oct 13 14:13:45 +0000 2017,"Since update, when podcast ends I have to unlock phone, open app, find next ep, push play. While driving??? Thanks @115858 @AppleSupport",868222,,868223.0
2065426,610793,True,Sat Oct 07 21:28:57 +0000 2017,Excuse me why is ‘Never’ not an option anymore? @115858 I need answers https://t.co/8MDDDSnH7v,2065425,,2065426.0
928247,340240,True,Tue Oct 10 21:22:31 +0000 2017,"@AppleSupport hi, will the Parker Bear become available to purchase in the U.K.?",928246,,928247.0
1584688,487627,True,Sat Nov 04 16:51:59 +0000 2017,Umm the x can’t show battery percentage ? @AppleSupport I’ll be upset I can’t be guessing battery life,1584687,,1584688.0
2746107,147242,True,Mon Nov 20 21:58:38 +0000 2017,@AppleSupport on iPad where did the edit in videos go? I want to delete the watched ones and there is no edit https://t.co/F9eMZrmcRC,2746105,,2746107.0
1579738,486423,True,Sat Nov 04 15:13:36 +0000 2017,@AppleSupport why am I asked to upgrade iCloud storage when trying to turn iCloud photo library when my photos are already in iCloud? https://t.co/GByzFuiAS4,1579735,,1579738.0
1527014,474173,True,Fri Nov 03 17:47:20 +0000 2017,Sure would have been nice to have my iPhone X today as scheduled. Thanks @AppleSupport @115858 for cancelling my 3am preorder!!!,1527013,,1527014.0
717160,291696,True,Fri Oct 06 05:03:08 +0000 2017,"@AppleSupport help us to Apple music, connecting on the car is a disaster. cuts, noises, cracking !!!! I am on iphone 6s in france",717159,,717160.0
2143294,630142,True,Wed Nov 08 23:12:53 +0000 2017,Apple.... @115858 are y’all going to fix how I️ looks like when posted? 🙄😐,2143293,,2143294.0
154434,151390,True,Fri Nov 24 16:17:01 +0000 2017,"Hey @AppleSupport podcast download is running very slow( 10-20kbps) for me , while average internet speed averaging 5mbps.",154432,,154434.0
1097748,379045,True,Mon Oct 23 22:00:30 +0000 2017,@115858 why has this update sucked the battery life of my iPhone 6 +?  On vacation and this weak battery sucks. #disneyworldnopics,1097747,,1097748.0
1072501,373081,True,Fri Oct 13 07:37:20 +0000 2017,@AppleSupport YO - I really need your help. I’ve bought more iCloud storage etc but still saying I have no space…,1072500,,1072501.0
332845,195273,True,Sat Oct 07 16:36:56 +0000 2017,@AppleSupport just bought King Arthur in German Language- but only Trailer is German and Movie complete in english - fix it or refund please,332844,,332845.0
1516180,471777,True,Fri Nov 03 13:37:06 +0000 2017,@AppleSupport why does my phone feel like it’s fixing to melt.,1516178,,1516180.0
2414349,693988,True,Tue Nov 14 16:55:01 +0000 2017,"@AppleSupport , I need help, purchased an apple ,iTunes card this morning, as a gift, the person says the card not vaild won't allow him to use help please",2414347,,2414349.0
949709,345243,True,Sat Oct 21 17:02:11 +0000 2017,"Thanks @115858 

Thanks to your new ISO update my phone always freezes and nothing works. So I got to wait for it to turn off. @AppleSupport",949707,,949709.0
2361629,681931,True,Mon Nov 13 20:49:45 +0000 2017,"Estou muito chateado com minha capinha de couro da @115858, não tem nem 5 meses e já está descascando e ficando preta :/",2361627,,2361629.0
1890101,433310,True,Sun Oct 22 16:34:10 +0000 2017,@AppleSupport Hi - is it possible to buy Apple Care for a MacBook product I didn't purchase directly from an Apple Store? Thanks,1890100,,1890101.0
2618269,739930,True,Fri Nov 17 09:03:12 +0000 2017,"Two restore from backup to my #iPhone7  since #IOS 11.0 released 🤯🤯

The #iPhone suddenly stop responding &amp; freezes on balck screen with apple logo.

Hey @AppleSupport ! People will not buy #iPhoneX in this way!

#IOS11.0 the worst #ios released for iPhone ✌🏻 “Tim Cook voice”","2618270,2618268",,2618269.0
1692492,513683,True,Mon Nov 06 16:43:31 +0000 2017,@115858 please fix my letter “I”!  Thanks.,1692491,,1692492.0
161256,153200,True,Fri Nov 24 18:32:57 +0000 2017,Ever since I’ve updated my phone it has been a POS @115858  I’m about to get a galaxy or something,161255,,161256.0
2726987,764709,True,Mon Nov 20 05:09:20 +0000 2017,@115858 ion like dat “maybe:...” shit if I delete a number it’s for a reason. Fix it.,2726986,,2726987.0
416141,214245,True,Tue Oct 10 01:54:11 +0000 2017,Can you help @AppleSupport please?! https://t.co/GuUQaBDCM1,416139,,416141.0
1636503,500544,True,Sun Nov 05 18:55:36 +0000 2017,DEAR @AppleSupport WHY DO I️ ONLY SEE WINGDING TINGS WHEN IM TYPING MSGS. https://t.co/08OLhChdnv,1636502,,1636503.0
152951,150990,True,Fri Nov 24 15:12:37 +0000 2017,"Spent an hour waiting on hold with @AppleSupport this morning, only to have them disconnect the call before I could talk with anyone. Frustrating.",152949,,152951.0
2485839,340192,True,Wed Nov 15 12:59:59 +0000 2017,"@115858 Do you want to hear a joke?

iPhone 7's battery with iOS11

@AppleSupport 
#Apple",2485838,,2485839.0
2833097,788713,True,Mon Nov 27 05:31:21 +0000 2017,@115858 @AppleSupport WHY does my phone vibrate even when i don’t have any kind of notification? Got me thinking someone actually texted me but nooo my phone is just randomly vibrating 🤷🏾‍♀️,2833095,,2833097.0
845850,321045,True,Fri Oct 20 09:37:59 +0000 2017,@115858 very unsatisfied and disappointed customers #iphone8plus   used one week 48 hours like that 👇🏻 https://t.co/5CmgvKnCqs,845848,,845850.0
1762128,530207,True,Tue Nov 07 19:14:35 +0000 2017,@AppleSupport my phone is totally frozen. Won't respond to any touch. Can't locate the serial number to chat what do I do?,"1762127,1762129",,1762128.0
2003211,592354,True,Fri Nov 03 19:06:40 +0000 2017,my phone has been super fucked since the ios update. my music app is closed and there are no headphones plugged in obviously. 🙄🙄🙄 @115858 https://t.co/6KntmwDK66,2003210,,2003211.0
2939056,812343,True,Tue Oct 31 19:32:13 +0000 2017,"Seriously??!!!
@AppleSupport @115858 
1+2+3= 24 https://t.co/RihYrUprft","2939057,2939055",,2939056.0
2057079,166883,True,Fri Oct 06 19:37:40 +0000 2017,@AppleSupport I need assistance ASAP,2057078,,2057079.0
1900734,219580,True,Tue Oct 24 00:05:59 +0000 2017,"@AppleSupport Photos on my Mac says my photos are in an ""unsupported image format"". I'm on macOS 10.12.6. Why isn't HEIF supported?",1900733,,1900734.0
1903014,567126,True,Wed Oct 25 01:47:03 +0000 2017,"@AppleSupport. Not given to cursing in print, but new upgrade sucks. Sucks battery, sucks free time. Slow. Help!","1903015,1903013",,1903014.0
2034881,601607,True,Tue Nov 07 14:35:00 +0000 2017,Yo @115858 fix this update,2034880,,2034881.0
1449205,456281,True,Thu Nov 02 15:09:41 +0000 2017,Hey! It would be nice if my letter “I️” didn’t turn into some weird characters that I didn’t type. Thanks in advance! @AppleSupport,1449204,,1449205.0
868830,326299,True,Mon Oct 09 18:45:09 +0000 2017,@115858 thanks for the crappy update. You ruined my phone.,868829,,868830.0
2142309,123150,True,Wed Nov 08 19:49:00 +0000 2017,Crazy @AppleSupport STILL hasn’t pushed an update for this keyboard bug 🤦‍♂️,2142307,,2142309.0
1692551,513696,True,Mon Nov 06 15:33:11 +0000 2017,"Hey @115858 @AppleSupport fix this “I️” issue, would ya? https://t.co/3fyk3JmwOD",1692550,,1692551.0
2072235,612901,True,Sat Nov 25 11:12:39 +0000 2017,@AppleSupport @115858 why does the screen go like this after searching messages and emails? #ios11 https://t.co/8J2dB2hWRY,2072234,,2072235.0
523869,241089,True,Sat Dec 02 03:33:21 +0000 2017,@AppleSupport why ios 11.1.2 often self rebooting? It back to passcode again,523868,,523869.0
1121148,384483,True,Sat Oct 14 04:10:00 +0000 2017,"@AppleSupport after the updation of iOS 11.0.3 some of the apps are not working.the app shown in the video is my banking app,important app.. https://t.co/gT4sGCs3yV",1121147,,1121148.0
2525501,719136,True,Thu Nov 16 02:38:46 +0000 2017,@115858 the new update made my phone completely broken. I can barely use it and it has restarted at least 20 times today but when it comes back on it’s just still broken and I can barely type because it’s so slow. Let me know when you actually “fix the bugs and glitches” L O L,2525500,,2525501.0
10689,117966,True,Wed Nov 01 00:27:58 +0000 2017,updated to iOS 11.1 @AppleSupport and there's so many glitches and bugs I found inside the update,10688,,10689.0
1713026,518852,True,Tue Nov 07 02:06:40 +0000 2017,@AppleSupport I️ think this is an issue. I️ think this needs to be fixed,1713025,,1713026.0
1536228,458434,True,Fri Nov 03 20:32:09 +0000 2017,That’s a pretty expensive paper weight I purchased @115858 #iPhoneX #iphoneXlaunch https://t.co/9mw7egGrAe,1536227,,1536228.0
1368437,438515,True,Fri Oct 27 21:30:23 +0000 2017,"@AppleSupport #iPhone8Plus Bonjour,J’ai un problème avec mon IPhone 8 Plus, je peux pas prend de photos le soir car le flash ne marche pas😤😖",1368436,,1368437.0
2505011,714341,True,Wed Nov 15 21:04:46 +0000 2017,@AppleSupport every time I attempt to delete multiple emails my phone freezes. Sick of it. Iphone8plus Fix this issue please.,2505010,,2505011.0
1876887,560276,True,Sun Oct 22 03:22:28 +0000 2017,@115858 I just shadered the fuck out of my phone and I’m in college and really can’t afford a new one. #crying,1876886,,1876887.0
90725,135645,True,Thu Nov 30 09:20:19 +0000 2017,"Yo,@115858, on my 45 minute commute, I’ve checked my emails (maybe twice), read an article and listened to some Spotify. My battery has dropped from 100% to 65%, what gives? Is it because my phone’s just out of warranty and you want me to spend my hard earned cash on a new one?",90724,,90725.0
2070248,612241,True,Sun Oct 08 21:25:55 +0000 2017,"98% of the time, Apple Maps take me to no where near the location I enter in my maps wtf @115858",2070247,,2070248.0
1440690,454320,True,Thu Nov 02 03:13:30 +0000 2017,"What is wrong with my phone, this update is causing weird symbols to appear whenever people enter certain letters 😡 @AppleSupport @115858",1440689,,1440690.0
2036549,602118,True,Mon Nov 06 22:05:59 +0000 2017,@AppleSupport need to live chat with someone about account how can I do this,2036548,,2036549.0
2487268,710404,True,Wed Nov 15 14:51:39 +0000 2017,"@AppleSupport Hi there, I forgot my password to my Apple ID, and my Ipad is locked. I dont have any possibility to enter my email.",2487266,,2487268.0
176003,157385,True,Sat Nov 25 00:16:50 +0000 2017,Left my phone dead since last night and now it won't turn on @115858. Help me 😢,176002,,176003.0
2048650,605862,True,Thu Oct 05 14:41:56 +0000 2017,@118936 @AppleSupport my Mac is caught in continuous loop installing high sierra please help! https://t.co/cxDLsACDg0,2048649,,2048650.0
